brand,categories,cashback,tier_rates,upsized,url
Hamilton Watches,Accessories; Fashion,Up to 5% Cashback,New Customers: 5%; Existing Customers: 3%,,https://www.topcashback.com.au/hamilton-watches/
Hammock Bliss,Diy; Furniture; Interior Decor; Home and Garden,12% Cashback,,,https://www.topcashback.com.au/hammock-bliss/
Happy Healthy You,Body and Hair; Health and Beauty,Up to 10% Cashback,New Customers: 10%; Existing Customers: 3%,,https://www.topcashback.com.au/happy-healthy-you/
Happy Mammoth,Health and Beauty,1% Cashback,,,https://www.topcashback.com.au/happy-mammoth/
Happyology,Kidswear; Fashion,1% Cashback,,,https://www.topcashback.com.au/happyology/
Hard Yakka,Fashion,9% Cashback,,,https://www.topcashback.com.au/hard-yakka/
Harfington,Accessories,7% Cashback,,,https://www.topcashback.com.au/harfington/
Harris Scarfe,Fashion; Home and Garden,5% Cashback,,yes,https://www.topcashback.com.au/harris-scarfe/
Harrods,Food and Drinks; Fashion,Up to 5% Cashback,"Beauty: 3%; Home: 3%; Jewellery & Watches: 1%; All Other Purchases (exclusions apply, see terms): 5%",,https://www.topcashback.com.au/harrods/
Harvey Nichols (NZ),Accessories; Fashion,Up to 6% Cashback,Fashion & Accessories: 6%; Food & Wine: 6%; Beauty: 4%; Marketplace Brands: 2%; Sale Items: 2%; Purchases using an approved voucher code: 2%,,https://www.topcashback.com.au/harvey-nichols/
Havaianas,Footwear; Fashion,8% Cashback,,,https://www.topcashback.com.au/havaianas/
Hawes & Curtis,Gifts; Fashion,Up to 6% Cashback,New Customers: 6%; Existing Customers: 5%; Listed Code Use: 2%,,https://www.topcashback.com.au/hawes-and-curtis/
Health Supplements,Health and Beauty,6% Cashback,,yes,https://www.topcashback.com.au/health-supplements/
HealthPost,Food and Drinks; Gifts; Health and Beauty; Nutrition and Supplements,5% Cashback,,,https://www.topcashback.com.au/healthpost/
Healthylife,Health and Beauty; Nutrition and Supplements,3% Cashback,,,https://www.topcashback.com.au/healthylife/
Hello Molly,Footwear; Jewellery; Fashion,7% Cashback,,,https://www.topcashback.com.au/hello-molly/
HelloDrinks,Alcohol; Food and Drinks,Up to 7% Cashback,New Customer - Beer: 2%; New Customer - Champagne or Spirits: 5%; New Custotmer - Wine: 7%; Exisiting Customer - Beer: 1%; Existing Customer - Champagne: 2%; Existing Customer - Spirits: 3%; Existing Customer - Wine: 5%,,https://www.topcashback.com.au/hellodrinks/
HelloFresh,Food; Food and Drinks,Up to 30% Cashback,New Customers: 30%; Existing or Past Customers: 15%,,https://www.topcashback.com.au/hellofresh/
HelloFresh (NZ),Food; Food and Drinks,Up to $19 Cashback,New Customers: $19; Existing Customers: $9.50,,https://www.topcashback.com.au/hellofresh-nz/
Helloskin,Health and Beauty,5% Cashback,,,https://www.topcashback.com.au/helloskin/
Helly Hansen,Fashion,10% Cashback,,,https://www.topcashback.com.au/helly-hansen/
Hema Maps,Books Magazines; Electricals; Home and Garden,10% Cashback,,,https://www.topcashback.com.au/hema-maps/
Herbal Ignite,Health and Beauty,7% Cashback,,,https://www.topcashback.com.au/herbal-ignite/
Herring Shoes,Footwear,Up to 6% Cashback,Online Purchase - New Customer: 6%; Online Purchase - Existing Customer: 4%,,https://www.topcashback.com.au/herring-shoes/
Herschel,Accessories; Kidswear; Fashion,Up to 8% Cashback,Sale Items up to 70% off (higher discounts ineligible): 4%; Full Price Items: 8%,,https://www.topcashback.com.au/herschel/
Hertz,Car Hire,5% Cashback,,,https://www.topcashback.com.au/hertz/
Hexclad,Food; Food and Drinks; Home and Garden,4% Cashback,,,https://www.topcashback.com.au/hexclad/
Heychic,Fashion,8% Cashback,,,https://www.topcashback.com.au/heychic/
High Sierra,Activewear,5% Cashback,,,https://www.topcashback.com.au/high-sierra/
Hilo,Health and Beauty,10% Cashback,,,https://www.topcashback.com.au/hilo/
HiSmile,Cosmetics; Health and Beauty,Up to 18% Cashback,Online Purchase: 15%; HiSmile Toothpaste: 17%; HiSmile Electric Toothbrush: 18%,,https://www.topcashback.com.au/hismile/
HMH Hospitality,Accommodation,5% Cashback,,,https://www.topcashback.com.au/hmh-hospitality/
HOKA,Activewear; Footwear; Fashion; Menswear,8% Cashback,,yes,https://www.topcashback.com.au/hoka/
Homestyler,Diy; Garden; Furniture; Interior Decor; Home and Garden,Up to 30% Cashback,"Purchase with Yearly Membership (Pro, Master, Styler): 30%; All Other Online Purchases: 20%",,https://www.topcashback.com.au/homestyler/
HopeGOO,Accommodation; Flights,Up to 5% Cashback,Hotels: 5%; Flights: 1%; Other Purchases: 1%,,https://www.topcashback.com.au/hopegoo/
Hoselink,Home and Garden,5% Cashback,,,https://www.topcashback.com.au/hoselink/
Host & Stay,Accommodation,9% Cashback,,,https://www.topcashback.com.au/host-and-stay/
Hostelworld,Accommodation,25% Cashback,,,https://www.topcashback.com.au/hostelworld/
Hostinger,Electricals; Home and Garden,40% Cashback,,,https://www.topcashback.com.au/hostinger/
Hotels.com,Accommodation,7.5% Cashback,,yes,https://www.topcashback.com.au/hotels/
Hotels.com (NZ),Accommodation,3% Cashback,,,https://www.topcashback.com.au/hotels-nz/
HOTO Tools,Home Appliances; Marketplace; Home and Garden,10% Cashback,,,https://www.topcashback.com.au/hoto-tools/
House,Electricals; Food and Drinks; Home Appliances; Home and Garden,4% Cashback,,,https://www.topcashback.com.au/house-cooking/
House of Sleep,Furniture; Home and Garden,8% Cashback,,,https://www.topcashback.com.au/house-of-sleep/
HP,Electricals; Laptops and Computers; Home and Garden,3.5% Cashback,,,https://www.topcashback.com.au/hp/
HTVRONT,Diy; Home and Garden,10% Cashback,,,https://www.topcashback.com.au/htvront/
HubSpot,Home and Garden,Up to 30% Cashback,New Monthly Subscription: 15%; New Annual Subscription: 30%,,https://www.topcashback.com.au/hubspot/
Huda Beauty,Cosmetics; Health and Beauty,5% Cashback,,,https://www.topcashback.com.au/huda-beauty/
HUGO BOSS,Fashion; Menswear,8% Cashback,,,https://www.topcashback.com.au/hugo-boss/
Hush Puppies,Footwear; Fashion,4% Cashback,,,https://www.topcashback.com.au/hush-puppies/
Hype DC,Footwear; Fashion,Up to 3% Cashback,Full Priced Items: 3%; Sale Items: 2%,,https://www.topcashback.com.au/hype-dc/
Hype DC (NZ),New Zealand Brands,2% Cashback,,,https://www.topcashback.com.au/hype-dc-nz/
I Love Linen,Furniture; Interior Decor; Home and Garden,Up to 5.5% Cashback,New Customers: 5.5%; Existing Customers: 4.5%,,https://www.topcashback.com.au/i-love-linen/
Ideal of Sweden,Accessories; Mobile Phones,6% Cashback,,,https://www.topcashback.com.au/ideal-of-sweden/
iFLY,Experiences,5% Cashback,,,https://www.topcashback.com.au/ifly/
iFLYTEK,Electricals; Home and Garden,5% Cashback,,,https://www.topcashback.com.au/iflytek/
iHerb,Body and Hair; Fragrances; Food and Drinks; Credit Rating; Health and Beauty; More Shopping; Nutrition and Supplements,10% Cashback,,yes,https://www.topcashback.com.au/iherb/
IHG Hotels & Resorts,Accommodation; Holidays,8% Cashback,,yes,https://www.topcashback.com.au/ihg-hotels-and-resorts/
IKU,Food; Food and Drinks,5% Cashback,,,https://www.topcashback.com.au/iku/
IMBIBE,Cosmetics; Eyecare; Health and Beauty,8% Cashback,,,https://www.topcashback.com.au/imbibe/
In Essence,Body and Hair; Health and Beauty,10% Cashback,,,https://www.topcashback.com.au/in-essence/
INGLOT Cosmetics,Body and Hair; Cosmetics; Health and Beauty,10% Cashback,,,https://www.topcashback.com.au/inglot-cosmetics/
INIKA Organic,Body and Hair; Cosmetics; Gifts; Health and Beauty,8% Cashback,,,https://www.topcashback.com.au/inika-organic/
Ink Station,Electricals; Laptops and Computers; Home and Garden,1% Cashback,,,https://www.topcashback.com.au/ink-station/
Innovations,Diy; Electricals; Garden; Furniture; Home Appliances; Interior Decor; New Zealand Brands; Home and Garden,Up to 8% Cashback,New Customers: 8%; Existing Customers: 5%,,https://www.topcashback.com.au/innovations/
INNOVV,Cars and Bikes,8% Cashback,,,https://www.topcashback.com.au/innovv/
Innoxa,Body and Hair; Health and Beauty,10% Cashback,,,https://www.topcashback.com.au/innoxa/
Insolita,Gifts,10% Cashback,,,https://www.topcashback.com.au/insolita/
Inspiring Vacations,Experiences; Holidays,1.5% Cashback,,,https://www.topcashback.com.au/inspiring-vacations/
Inspiring Vacations (NZ),New Zealand Brands,4% Cashback,,,https://www.topcashback.com.au/inspiring-vacations-nz/
Insta360,Electricals; Home and Garden,Up to 4.5% Cashback,Cameras: 4.5%; Webcams: 4.5%; Hand Stabilisers: 4.5%; Accessories: 2%; Virtual Services: 1%,,https://www.topcashback.com.au/insta360/
InsureandGo Travel Insurance,Insurance; Landlord Insurance,8% Cashback,,,https://www.topcashback.com.au/insureandgo-travel-insurance/
Interflora,Gifts,5.6% Cashback,,,https://www.topcashback.com.au/interflora/
Interior Secrets,Furniture; Interior Decor; Home and Garden,7.5% Cashback,,,https://www.topcashback.com.au/interior-secrets/
INTERSPORT,Activewear,5% Cashback,,,https://www.topcashback.com.au/intersport/
Invity Skincare,Body and Hair; Cosmetics; Eyecare; Fragrances; Health and Beauty; Nutrition and Supplements,10% Cashback,,,https://www.topcashback.com.au/invity-skincare/
Ipanema,Footwear; Fashion,8% Cashback,,,https://www.topcashback.com.au/ipanema/
Isabel Marant,Accessories; Footwear; Jewellery; Fashion,8% Cashback,,,https://www.topcashback.com.au/isabel-marant/
ISAWITFIRST,Accessories; Footwear; Fashion,Up to 3% Cashback,Online Purchase - Full Price Items: 3%; Online Purchase - Sale Items: 1%,,https://www.topcashback.com.au/isawitfirst/
isubscribe,Books Magazines; Gifts,7.5% Cashback,,,https://www.topcashback.com.au/isubscribe/
IVRose,Activewear; Accessories; Footwear; Lingerie; Fashion,10% Cashback,,,https://www.topcashback.com.au/ivrose/
Jack London,Fashion; Menswear,10% Cashback,,,https://www.topcashback.com.au/jack-london/
Jaded London,Fashion; Menswear,3% Cashback,,,https://www.topcashback.com.au/jaded-london/
JAG,Gifts; Fashion,5% Cashback,,,https://www.topcashback.com.au/jag/
James Lane,Home Appliances; Home and Garden,4% Cashback,,,https://www.topcashback.com.au/james-lane/
JBL,Delivery Services,5% Cashback,,,https://www.topcashback.com.au/jbl/
JD Sports,Activewear; Accessories; Cyclingtest; Footwear; Kidswear; Fashion; Menswear,4% Cashback,,,https://www.topcashback.com.au/jd-sports/
Jeanswest,Accessories; Fashion,5% Cashback,,,https://www.topcashback.com.au/jeanswest/
JewelHalo,Jewellery; Fashion,10% Cashback,,,https://www.topcashback.com.au/jewelhalo/
Jo Malone,Body and Hair; Gifts; Health and Beauty,Up to 6% Cashback,New Customers: 6%; Existing Customers: 4%,,https://www.topcashback.com.au/jo-malone/
Jo Mercer,Footwear; Luxury; Fashion,6% Cashback,,,https://www.topcashback.com.au/jo-mercer/
Jo Mercer (NZ),New Zealand Brands,6% Cashback,,,https://www.topcashback.com.au/jo-mercer-nz/
Johnny Bigg,Accessories; Footwear; Fashion; Menswear,Up to 5% Cashback,Full Price Items: 5%; Sale Items: 2%,,https://www.topcashback.com.au/johnny-bigg/
Johnny Bigg (NZ),Fashion; New Zealand Brands,5% Cashback,,,https://www.topcashback.com.au/johnny-bigg-nz/
Johnstons of Elgin,Kidswear; Fashion,1% Cashback,,,https://www.topcashback.com.au/johnstons-of-elgin/
Joom,Marketplace,4% Cashback,,,https://www.topcashback.com.au/joom/
Joseph Joseph,Furniture; Interior Decor; Home and Garden,3% Cashback,,,https://www.topcashback.com.au/joseph-joseph/
JOUJOU,Lingerie; Fashion,12% Cashback,,,https://www.topcashback.com.au/joujou/
JSHealth,Health and Beauty; Nutrition and Supplements,3% Cashback,,,https://www.topcashback.com.au/jshealth/
JUCY,Cars and Bikes; Car Hire; Experiences,5% Cashback,,,https://www.topcashback.com.au/jucy/
Julius Marlow,Footwear; Fashion,4% Cashback,,,https://www.topcashback.com.au/julius-marlow/
Jurlique,Health and Beauty,Up to 10% Cashback,Jurlique Skincare: 5%; Jurlique Spa: 10%,,https://www.topcashback.com.au/jurlique/
Just Wines,Alcohol; Food and Drinks,6% Cashback,,,https://www.topcashback.com.au/just-wines/
JW Computers,Electricals; Laptops and Computers; Home and Garden,Up to 4% Cashback,"Purchases under $50: 4%; Purchases $50.01 to $1000 (excludes Apple, AMD, Intel, CPUs): 1%; Purchases over $1000: 0.5%; Apple, AMD, Intel, CPUs: 0.5%",,https://www.topcashback.com.au/jw-computers/
Kabana Shop,Accessories,12% Cashback,,,https://www.topcashback.com.au/kabana-shop/
Kailas Gear,Fashion,8% Cashback,,,https://www.topcashback.com.au/kailas-gear/
Kakadu Plum Co,Food; Food and Drinks,10% Cashback,,,https://www.topcashback.com.au/kakadu-plum-co/
Kakadu Traders,Fashion,10% Cashback,,,https://www.topcashback.com.au/kakadu-traders/
Karen Millen,Fashion,Up to 4% Cashback,Online Purchase - New Customer: 4%; Online Purchase - Existing Customer: 2%,,https://www.topcashback.com.au/karen-millen/
Kaspersky,Delivery Services,30% Cashback,,,https://www.topcashback.com.au/kaspersky/
Kat the Label,Lingerie; Fashion,Up to 5% Cashback,New Customers: 5%; Existing Customers: 2%,,https://www.topcashback.com.au/kat-the-label/
Kate Spade,Accessories; Gifts; Footwear; Jewellery; Fashion,Up to 6% Cashback,Full Priced Items: 6%; Sale Items: 4%,,https://www.topcashback.com.au/kate-spade/
Kathmandu,Accessories; Cyclingtest; Fashion,2% Cashback,,,https://www.topcashback.com.au/kathmandu/
Keeper Security,Apps and Services; Mobile Phones,10% Cashback,,,https://www.topcashback.com.au/keeper-security/
Kenwood Kitchen Appliances,Home Appliances; Home and Garden,10% Cashback,,,https://www.topcashback.com.au/kenwood-kitchen-appliances/
Kerastase,Body and Hair; Health and Beauty,7.7% Cashback,,,https://www.topcashback.com.au/kerastase/
Kick Push,Activewear,5% Cashback,,,https://www.topcashback.com.au/kick-push/
Kicks Crew,Activewear; Footwear,4% Cashback,,,https://www.topcashback.com.au/kicks-crew/
Kiehl's,Body and Hair; Health and Beauty,7.7% Cashback,,,https://www.topcashback.com.au/kiehls/
Kiierr Laser Caps,Body and Hair; Health and Beauty,10% Cashback,,,https://www.topcashback.com.au/kiierr-laser-caps/
Kiki McDonough,Jewellery,Up to 6% Cashback,New Customers: 6%; Existing Customers: 3%,,https://www.topcashback.com.au/kiki-mcdonough/
King Gee,Fashion,9% Cashback,,,https://www.topcashback.com.au/king-gee/
Kinnon,Accessories,10% Cashback,,,https://www.topcashback.com.au/kinnon/
Kitbag,Activewear,5% Cashback,,,https://www.topcashback.com.au/kitbag/
Kitchen Warehouse,Home Appliances; Home and Garden,2.5% Cashback,,,https://www.topcashback.com.au/kitchen-warehouse/
KitchenAid,Home Appliances; Home and Garden,10% Cashback,,yes,https://www.topcashback.com.au/kitchenaid/
Kivari,Fashion,Up to 4% Cashback,New Customers: 4%; Existing Customers: 1%; Listed Code Use: 2%,,https://www.topcashback.com.au/kivari/
Kiwi.com,Car Hire; Flights,2.8% Cashback,,,https://www.topcashback.com.au/kiwi/
Kleva Range,Diy; Electricals; Garden; Furniture; Home Appliances; Interior Decor; Home and Garden,Up to 5% Cashback,New Customers: 5%; Existing Customers: 3%,,https://www.topcashback.com.au/kleva-range/
Klook,Accommodation; Experiences; Holidays,Up to 20% Cashback,Hotels; Attractions & Shows; Car Rentals; Experiences; Insurance; Tours & Sightseeing: 20%; Bus & Rail Tickets; Transport; Pocket WiFi; eSIMs: 2%; Select Activities & Special Activities (see terms): 2%,yes,https://www.topcashback.com.au/klook/
Knobby,Lingerie; Fashion,15% Cashback,,yes,https://www.topcashback.com.au/knobby-/
Koala,Furniture; Home and Garden,4% Cashback,,,https://www.topcashback.com.au/koala/
Koala Eco,Body and Hair; Health and Beauty; Home and Garden,10% Cashback,,,https://www.topcashback.com.au/koala-eco/
Koh,Home and Garden,Up to 7% Cashback,Online Purchase - New Customer: 7%; Online Purchase - Existing Customer: 2%,,https://www.topcashback.com.au/koh/
KOO,Interior Decor; Home and Garden,5% Cashback,,,https://www.topcashback.com.au/koohomestore/
Kora Organics,Body and Hair; Cosmetics; Health and Beauty,Up to 10% Cashback,Online Purchase - New Customer: 10%; Online Purchase - Existing Customer: 7%,,https://www.topcashback.com.au/kora-organics/
Kospet Smartwatch,Electricals; Home and Garden,6% Cashback,,,https://www.topcashback.com.au/kospet-smartwatch/
Kowtow,Fashion,2% Cashback,,,https://www.topcashback.com.au/kowtow/
KURK,Health and Beauty,10% Cashback,,,https://www.topcashback.com.au/kurk/
L'Occitane,Body and Hair; Cosmetics; Eyecare; Fragrances; Health and Beauty,3% Cashback,,,https://www.topcashback.com.au/loccitane/
L/R thelabel,Fashion,10% Cashback,,,https://www.topcashback.com.au/l-r-thelabel/
l1vin,Health and Beauty,7% Cashback,,,https://www.topcashback.com.au/l1vin/
La Mer,Cosmetics; Health and Beauty; More Shopping,Up to 6% Cashback,New Customers: 6%; Existing Customers: 4%,,https://www.topcashback.com.au/la-mer/
La Roche-Posay,Health and Beauty,22% Cashback,,yes,https://www.topcashback.com.au/la-roche-posay/
Lady Juice,Fashion,2% Cashback,,,https://www.topcashback.com.au/lady-juice/
Laithwaites Wine,Alcohol; Food and Drinks,Up to 10% Cashback,New Customers: 10%; Existing Customers: 8%; Select SKUs (see terms): 1%,,https://www.topcashback.com.au/laithwaites/
Lana Banana,Body and Hair; Health and Beauty,15% Cashback,,,https://www.topcashback.com.au/lana-banana/
Lancome,Body and Hair; Cosmetics; Eyecare; Fragrances; Health and Beauty,18% Cashback,,yes,https://www.topcashback.com.au/lancome/
Langham Hotel Gold Coast,Accommodation,4% Cashback,,,https://www.topcashback.com.au/langham-hotel-gold-coast/
Langham Hotel Melbourne,Accommodation,4% Cashback,,,https://www.topcashback.com.au/langham-hotel-melbourne/
Langham Hotel Sydney,Accommodation,4% Cashback,,,https://www.topcashback.com.au/langham-hotel-sydney/
Lanolips,Body and Hair; Health and Beauty,10% Cashback,,,https://www.topcashback.com.au/lanolips/
Lapoche,Accessories; Fashion,10% Cashback,,,https://www.topcashback.com.au/lapoche/
LatestBuy,Gifts; Health and Beauty; Marketplace; Fashion; Home and Garden,7% Cashback,,,https://www.topcashback.com.au/latestbuy/
Lattelier,Lingerie; Fashion,10% Cashback,,,https://www.topcashback.com.au/lattelier/
Lazy Maisons,Delivery Services; Furniture; Home and Garden,5% Cashback,,,https://www.topcashback.com.au/lazy-maisons/
Lazy Tiles,Home and Garden,5% Cashback,,,https://www.topcashback.com.au/lazy-tiles/
Le Creuset,Home and Garden,5% Cashback,,,https://www.topcashback.com.au/le-creuset/
Le Specs,Accessories; Fashion,5% Cashback,,,https://www.topcashback.com.au/le-specs/
LeCavist,Furniture; Home and Garden,8% Cashback,,,https://www.topcashback.com.au/lecavist/
Lee Jeans,Fashion,6% Cashback,,,https://www.topcashback.com.au/lee-jeans/
LEGO Online Store,Credit Rating; More Shopping,Up to 9% Cashback,"Online Purchase (excludes BrickLink, LEGO Exclusives, DUPLO): 7%; DUPLO: 9%; LEGO Exclusives: 3%",yes,https://www.topcashback.com.au/lego/
LEGOLAND Discovery Centre Melbourne,Experiences,2% Cashback,,,https://www.topcashback.com.au/legoland-discovery-centre-melbourne/
Lekker Bikes,Cars and Bikes,Up to 5% Cashback,eBikes: 5%; Classic Bikes: 4%; Accessories & Batteries: 1%,,https://www.topcashback.com.au/lekker-bikes/
Lenovo,Electricals; Laptops and Computers; Home and Garden,4.5% Cashback,,,https://www.topcashback.com.au/lenovo/
Lenovo (NZ),Electricals; Laptops and Computers; New Zealand Brands; Home and Garden,4.5% Cashback,,,https://www.topcashback.com.au/lenovo-nz/
Leon Cycle,Cars and Bikes; Electricals,5% Cashback,,,https://www.topcashback.com.au/leon-cycle/
Levi's,Accessories; Kidswear; Fashion; Menswear,4% Cashback,,,https://www.topcashback.com.au/levis/
LG,Electricals; Home Appliances; Laptops and Computers; Home and Garden,Up to 8% Cashback,"Other Products: 8%; TVs, Sound Bars, and Home Entertainment Accessories: 7%",yes,https://www.topcashback.com.au/lg/
Libidex,Lingerie,5% Cashback,,,https://www.topcashback.com.au/libidex/
Life Pharmacy (NZ),New Zealand Brands,5% Cashback,,,https://www.topcashback.com.au/life-pharmacy-nz/
Life Wellness Healthcare,Health and Beauty,12% Cashback,,,https://www.topcashback.com.au/life-wellness-healthcare/
LIFORME,Health and Beauty,5% Cashback,,,https://www.topcashback.com.au/liforme/
Lilac and Mila,Fashion,6% Cashback,,,https://www.topcashback.com.au/lilac-and-mila/
Lilysilk,Fashion,8% Cashback,,,https://www.topcashback.com.au/lilysilk/
Linen House,Furniture; Interior Decor; Home and Garden,5% Cashback,,,https://www.topcashback.com.au/linen-house/
Linenly,Interior Decor,10% Cashback,,,https://www.topcashback.com.au/linenly/
Liquor Loot,Alcohol; Food and Drinks,6% Cashback,,,https://www.topcashback.com.au/liquor-loot/
Liquorland,Alcohol; Food and Drinks,Up to 8% Cashback,Online Orders over $200: 8%; Online Orders from $120 to $200: 5%; Online Orders under $120: 1%,yes,https://www.topcashback.com.au/liquorland/
Little Urchin,Health and Beauty,5% Cashback,,,https://www.topcashback.com.au/little-urchin/
Living By Design,Home and Garden,6% Cashback,,,https://www.topcashback.com.au/living-by-design/
Liz Jordan,Body and Hair; Cosmetics; Electricals; Furniture; Health and Beauty; Fashion; Home and Garden,Up to 5% Cashback,Online Purchase - All Other Items: 2%; Online Purchase - Liz Jordan Brand Items: 5%,,https://www.topcashback.com.au/liz-jordan/
LN-CC,Books Magazines; Footwear; Interior Decor; Fashion; Home and Garden; Menswear,5% Cashback,,,https://www.topcashback.com.au/ln-cc/
Loop Earplugs,Activewear; Home and Garden,4% Cashback,,,https://www.topcashback.com.au/loop-earplugs/
LORAGAL,Footwear; Luxury,8% Cashback,,,https://www.topcashback.com.au/loragal/
Lorna Jane,Activewear; Cyclingtest; Fashion; Menswear,Up to 10% Cashback,Full Price Items (new customers): 10%; Full Price Items (existing customers): 8%; Sale Items (all customers): 3%,,https://www.topcashback.com.au/lorna-jane/
Lorraine Lea,Interior Decor; Home and Garden,5% Cashback,,,https://www.topcashback.com.au/lorraine-lea/
Lounge Lovers,Furniture; Interior Decor; Home and Garden,3% Cashback,,,https://www.topcashback.com.au/lounge-lovers/
Love to Dream,Accessories; Fashion,5% Cashback,,,https://www.topcashback.com.au/love-to-dream/
"Love, Bonito",Fashion,Up to 10% Cashback,New Customers: 10%; Existing Customers: 5%,,https://www.topcashback.com.au/love-bonito/
Lovehoney,Lingerie; Fashion,Up to 15% Cashback,"Coupon Code Use (excludes 25OFFALL, podcast15, and codes starting with BB): 11%; Online Purchase: 15%",,https://www.topcashback.com.au/lovehoney/
Lovehoney (NZ),New Zealand Brands,Up to 15% Cashback,Online Purchase: 15%; Online Purchase using a voucher code (Excl. code: podcast15): 11%,,https://www.topcashback.com.au/lovehoney-nz/
Lovisa,Accessories; Jewellery; Fashion,3% Cashback,,,https://www.topcashback.com.au/lovisa/
Lowes Menswear,Fashion; Menswear,3% Cashback,,,https://www.topcashback.com.au/lowes-menswear/
LSKD,Activewear; Kidswear; Fashion; Menswear,Up to 10% Cashback,New Customers (full price items): 10%; New Customers (sale items): 4%; Existing Customers (full price items): 3%; Existing Customers (sale items): 1%,,https://www.topcashback.com.au/lskd/
Lumin,Cosmetics; Health and Beauty; Fashion,Up to $4.20 Cashback,Other Online Purchase: 8%; Free Trail: $4.20,,https://www.topcashback.com.au/lumin/
Luv Lou,Eyecare; Health and Beauty,3% Cashback,,,https://www.topcashback.com.au/luv-lou/
Luvme Hair,Body and Hair; Health and Beauty,5% Cashback,,,https://www.topcashback.com.au/luvme-hair/
Luxury Escapes,Accommodation; Experiences; Flights,Up to 8% Cashback,Tours (new customers): 8%; Tours (existing customers): 2%; Cruises (new customers): 4%; Cruises (existing customers): 1%; Experiences (new customers): 4%; Experiences (existing customers): 1%; Hotels (new customers): 4%; Hotels (existing customers): 1%; Insurance Items (new customers): 4%; Insurance Items (existing customers): 1%; Car Hire (new customers): 2%; Car Hire (existing customers): 1%,,https://www.topcashback.com.au/luxury-escapes/
LVLY,Gifts,8% Cashback,,,https://www.topcashback.com.au/lvly/
Lyca Mobile,Contracts and PAYG; Mobile Phones,$10 Cashback,,,https://www.topcashback.com.au/lyca-mobile/
LyLo,Accommodation,2% Cashback,,yes,https://www.topcashback.com.au/lylo/
Lyre's,Alcohol; Food and Drinks,10% Cashback,,,https://www.topcashback.com.au/lyres/
M.J. Bale,Fashion; Menswear,7% Cashback,,yes,https://www.topcashback.com.au/mj-bale/
MAC Cosmetics,Cosmetics; Health and Beauty,Up to 5% Cashback,New Customers: 5%; Existing Customers: 3.5%,,https://www.topcashback.com.au/mac-cosmetics/
Macoda,Furniture; Interior Decor,5% Cashback,,,https://www.topcashback.com.au/macoda/
Macy's,Fashion,3% Cashback,,,https://www.topcashback.com.au/macys/
Madame Tussauds Sydney,Experiences,2% Cashback,,,https://www.topcashback.com.au/madame-tussauds-sydney/
Magcomsen,Activewear,15% Cashback,,,https://www.topcashback.com.au/magcomsen/
Magshop,Home and Garden,Up to 8% Cashback,Online Purchase: 8%; Listed Coupon Use: 5%,,https://www.topcashback.com.au/magshop/
Make Up Studio,Cosmetics; Health and Beauty,10% Cashback,,,https://www.topcashback.com.au/make-up-studio/
Malaysia Airlines,Flights,1.2% Cashback,,,https://www.topcashback.com.au/malaysia-airlines/
Mammotion,Garden; Home and Garden,6% Cashback,,,https://www.topcashback.com.au/mammotion/
Manchester Factory,Interior Decor; Home and Garden,10% Cashback,,,https://www.topcashback.com.au/manchester-factory/
Mandai Wildlife Group,Experiences,12% Cashback,,yes,https://www.topcashback.com.au/mandai-wildlife-group/
Mango,Footwear,1% Cashback,,,https://www.topcashback.com.au/mango/
MANNING CARTELL,Footwear; Jewellery; Fashion,8% Cashback,,,https://www.topcashback.com.au/manning-cartell/
Maqo Hotels,Accommodation,5% Cashback,,,https://www.topcashback.com.au/maqo-hotels/
MARAIS,Footwear; Fashion; Menswear,10% Cashback,,,https://www.topcashback.com.au/marais/
Marco Polo Hotels,Accommodation,No Cashback,,,https://www.topcashback.com.au/marco-polo-hotels/
MARCS,Accessories; Fashion,4% Cashback,,,https://www.topcashback.com.au/marcs/
Marimekko,Accessories; Interior Decor; Fashion; Home and Garden,8.5% Cashback,,,https://www.topcashback.com.au/marimekko/
Marley Spoon,Food and Drinks,$30 Cashback,,,https://www.topcashback.com.au/marley-spoon/
Matchbox,Interior Decor; Home and Garden,6% Cashback,,,https://www.topcashback.com.au/matchbox/
MATCHESFASHION,Accessories; Footwear; Luxury; Fashion; Home and Garden,Up to 4% Cashback,Online Purchase - Full Price Items: 4%; Online Purchase - Sale Items: 2%; Online Purchase with a voucher code (posted by TopCashback): 2%,,https://www.topcashback.com.au/matchesfashion/
Mathers,Footwear; Fashion,Up to 6% Cashback,Online Purchase (without use of a coupon code): 6%; Online Purchase (with use of a coupon code): 2%,,https://www.topcashback.com.au/mathers/
Mattress Crafters,Furniture; Interior Decor; Home and Garden,6.4% Cashback,,,https://www.topcashback.com.au/mattress-crafters/
Maze Products,Home and Garden,5% Cashback,,,https://www.topcashback.com.au/maze-products/
Mazzucchelli's,Jewellery; Fashion,5% Cashback,,,https://www.topcashback.com.au/mazzucchellis/
McAfee,Electricals; Home and Garden,60% Cashback,,yes,https://www.topcashback.com.au/mcafee/
Mejuri,Gifts; Jewellery; Fashion,10% Cashback,,yes,https://www.topcashback.com.au/mejuri/
Melrose Health,Health and Beauty,5% Cashback,,,https://www.topcashback.com.au/melrose-health/
Merit Beauty,Health and Beauty,11% Cashback,,yes,https://www.topcashback.com.au/merit-beauty/
Mermade Hair,Body and Hair; Health and Beauty,10% Cashback,,,https://www.topcashback.com.au/mermade-hair/
